[2026-04-08T02:15:44.645Z] GET https://github.com/trending?since=weekly → pending (?ms, ?B)
[2026-04-08T02:16:03.355Z] GET https://github.githubassets.com/assets/42890-dc8a427d0e01e2ea.js → 200 (238ms, 16169B)
[2026-04-08T02:16:03.355Z] GET https://github.githubassets.com/assets/70206-3ba10f6524cc3c66.js → 200 (238ms, 14139B)
[2026-04-08T02:16:03.355Z] GET https://github.githubassets.com/assets/repositories-886af5ff36e66fc1.js → 200 (238ms, 43523B)
[2026-04-08T02:16:03.355Z] GET https://github.githubassets.com/assets/34140-bd56b738d77cb446.js → 200 (238ms, 9404B)
[2026-04-08T02:16:03.355Z] GET https://github.githubassets.com/assets/code-menu-34c67a8e6616ccae.js → 200 (238ms, 5791B)
[2026-04-08T02:16:03.355Z] GET https://github.githubassets.com/assets/primer-react-72d2ec7521017972.js → 200 (?ms, 641785B)
[2026-04-08T02:16:03.355Z] GET https://github.githubassets.com/assets/octicons-react-a181826f33dcd4d8.js → 200 (?ms, 431057B)
[2026-04-08T02:16:03.355Z] GET https://github.githubassets.com/assets/87376-a8280ed29a57d4c3.js → 200 (?ms, 40553B)
[2026-04-08T02:16:03.355Z] GET https://github.githubassets.com/assets/37869-a873e81f0fcb98e2.js → 200 (?ms, 32153B)
[2026-04-08T02:16:03.355Z] GET https://github.githubassets.com/assets/68751-fe5cb40b5547c377.js → 200 (?ms, 11881B)
[2026-04-08T02:16:03.355Z] GET https://github.githubassets.com/assets/7463-f34e26efc84a7578.js → 200 (238ms, 22452B)
[2026-04-08T02:16:03.355Z] GET https://github.githubassets.com/assets/15272-00d6ef52b0f88c77.js → 200 (?ms, 9661B)
[2026-04-08T02:16:03.356Z] GET https://github.githubassets.com/assets/32769-329cba91f224b6ee.js → 200 (237ms, 6532B)
[2026-04-08T02:16:03.356Z] GET https://github.githubassets.com/assets/46148-0e40187c0246d203.js → 200 (237ms, 14098B)
[2026-04-08T02:16:03.356Z] GET https://github.githubassets.com/assets/99849-920965235c8ccd0b.js → 200 (256ms, ?B)
[2026-04-08T02:16:03.356Z] GET https://github.githubassets.com/assets/1364-fb34d7e0e3afce8e.js → 200 (237ms, 14062B)
[2026-04-08T02:16:03.356Z] GET https://github.githubassets.com/assets/73065-3db8391bce658e42.js → 200 (237ms, 10088B)
[2026-04-08T02:16:03.356Z] GET https://github.githubassets.com/assets/9521-91c5deeb12670dc8.js → 200 (237ms, 6408B)
[2026-04-08T02:16:03.356Z] GET https://github.githubassets.com/assets/63991-125a5c660965e63e.js → 200 (?ms, 7313B)
[2026-04-08T02:16:03.356Z] GET https://github.githubassets.com/assets/73022-ba0350cffceb8489.js → 200 (?ms, 28059B)
[2026-04-08T02:16:03.356Z] GET https://github.githubassets.com/assets/59852-ef8d9f97624f514a.js → 200 (?ms, 6816B)
[2026-04-08T02:16:03.356Z] GET https://github.githubassets.com/assets/3624-9f0da11b9566e2d6.js → 200 (256ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/66231-e5fbc544a569ca6a.js → 200 (255ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/36600-16cb2bc7b4c03552.js → 200 (255ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/33684-8c0b5018276812ee.js → 200 (255ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/18222-498ac30c45b2263a.js → 200 (266ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/96755-8619cf5f811a4353.js → 200 (255ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/4916-0bfc34c2a17f11be.js → 200 (255ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/24787-791cfb59d6b5d03c.js → 200 (255ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/17363-9d3b6dc38025c8e2.js → 200 (254ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/13333-2a2decebccdb5c1f.js → 200 (254ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/1097-b805267515cb2087.js → 200 (255ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/5289-399a52981b09bfae.js → 200 (254ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/99008-a72c5aa4af4fe634.js → 200 (256ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/92141-d0d22dca59a46461.js → 200 (254ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/73523-2d04b939b58c75b2.js → 200 (256ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/49392-328489a0b1ecc841.js → 200 (256ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/28599-d6a2bf286b7a7be1.js → 200 (254ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/49972-40a4b0a31a6433a6.js → 200 (255ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/68566-c62e4fd9489adbb0.js → 200 (256ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/21384-29807ad3e7f4043d.js → 200 (255ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/23317-cf160f1428d9be3f.js → 200 (255ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/50110-4385e3caef0c7e52.js → 200 (?ms, 13597B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/26497-9148c179f4895871.js → 200 (256ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/70198-f5d05a1cadc9d1ab.js → 200 (267ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/45106-197ebc11e66a756f.js → 200 (266ms, ?B)
[2026-04-08T02:16:03.357Z] GET https://github.githubassets.com/assets/38781-afa4dc50404d0adb.js → 200 (267ms, ?B)
[2026-04-08T02:16:03.358Z] GET https://github.githubassets.com/assets/code-view-66fcc1ea62e11589.js → 200 (266ms, ?B)
[2026-04-08T02:16:03.358Z] GET https://github.githubassets.com/assets/primer-react-css.79cea627ecb8f959.module.css → 200 (?ms, 277208B)
[2026-04-08T02:16:03.358Z] GET https://github.githubassets.com/assets/92141.14f67539e616d3dd.module.css → 200 (93ms, 9294B)
[2026-04-08T02:16:03.358Z] GET https://github.githubassets.com/assets/70198.19767af58e401ba6.module.css → 200 (100ms, 18962B)
[2026-04-08T02:16:03.358Z] GET https://github.githubassets.com/assets/38781.405c5ecc50632f9a.module.css → 200 (100ms, 55369B)
[2026-04-08T02:16:03.358Z] GET https://github.githubassets.com/assets/code-view.981ecb3e95d80908.module.css → 200 (100ms, 21070B)
[2026-04-08T02:16:03.358Z] GET https://github.githubassets.com/assets/75999-af2e3ea53e208314.js → 200 (266ms, ?B)
[2026-04-08T02:16:03.358Z] GET https://github.githubassets.com/assets/42656-94271233114fb826.js → 200 (266ms, ?B)
[2026-04-08T02:16:03.358Z] GET https://github.githubassets.com/assets/notifications-subscriptions-menu-2037df81bb0fb115.js → 200 (266ms, ?B)
[2026-04-08T02:16:03.358Z] GET https://github.githubassets.com/assets/notifications-subscriptions-menu.d14124df928c0132.module.css → 200 (100ms, 2939B)
[2026-04-08T02:16:03.358Z] GET https://github.githubassets.com/assets/keyboard-shortcuts-dialog.f581ff34f52b4167.module.css → 200 (?ms, 331B)
[2026-04-08T02:16:03.358Z] GET https://github.githubassets.com/assets/46752-46c707717fcbe6a9.js → 200 (?ms, 69801B)
[2026-04-08T02:16:03.358Z] GET https://github.githubassets.com/assets/86735-f3e914a229b8e278.js → 200 (?ms, 10376B)
[2026-04-08T02:16:03.358Z] GET https://github.githubassets.com/assets/sessions-2f8b9c6ac9ed412d.js → 200 (?ms, 15445B)
[2026-04-08T02:16:03.358Z] GET https://github.githubassets.com/assets/marketing-navigation.5b4138cab2f44179.module.css → 200 (?ms, 10698B)
[2026-04-08T02:16:03.359Z] GET https://camo.githubusercontent.com/b9f4fab5faf781f27a66b8f246b29142e762dc004fb261f7e49b8e5d453ce720/68747470733a2f2f7965616368616e2d68656f2e6769746875622e696f2f6f682d6d792d636f6465782d776562736974652f6f6d782d6368617261637465722d6e6f62672e706e67 → 200 (156ms, 87529B)
[2026-04-08T02:16:03.359Z] GET https://camo.githubusercontent.com/c9364d34b1e4fccf46101db3d6a7041d4b0c25cfaeb2a7508a2d250ba4350f52/68747470733a2f2f696d672e736869656c64732e696f2f6e706d2f762f6f682d6d792d636f646578 → 200 (172ms, 1087B)
[2026-04-08T02:16:03.359Z] GET https://camo.githubusercontent.com/fdf2982b9f5d7489dcf44570e714e3a15fce6253e0cc6b5aa61a075aac2ff71b/68747470733a2f2f696d672e736869656c64732e696f2f62616467652f4c6963656e73652d4d49542d79656c6c6f772e737667 → 200 (231ms, 1087B)
[2026-04-08T02:16:03.360Z] GET https://camo.githubusercontent.com/508b1391e0fd9b2a0a355208d8cde75e3168f3cef23d6d6fc0b0ca38e0232174/68747470733a2f2f696d672e736869656c64732e696f2f62616467652f6e6f64652d25334525334432302d627269676874677265656e → 200 (230ms, 1088B)
[2026-04-08T02:16:03.360Z] GET https://camo.githubusercontent.com/af3605478e0be4e8c97234726cd198e940b1e26541dc751d13fd5407b601d17e/68747470733a2f2f696d672e736869656c64732e696f2f646973636f72642f313435323438373435373038353036333231383f636f6c6f723d353836354632266c6f676f3d646973636f7264266c6f676f436f6c6f723d7768697465266c6162656c3d446973636f7264 → 200 (230ms, 3053B)
[2026-04-08T02:16:03.360Z] GET https://camo.githubusercontent.com/4c40db07bc17b5c1a8ab712c76b3cd059beacf547a4494ffeb30e568673969aa/68747470733a2f2f6170692e737461722d686973746f72792e636f6d2f7376673f7265706f733d5965616368616e2d48656f2f6f682d6d792d636f64657826747970653d64617465266c6567656e643d746f702d6c656674 → 200 (230ms, 64693B)
[2026-04-08T02:16:03.557Z] GET https://github.githubassets.com/assets/chunk-81053-4b979968b5019472.js → 200 (?ms, 54217B)
[2026-04-08T02:16:03.586Z] GET https://github.githubassets.com/assets/chunk-51591-1317e890ac47146b.js → 200 (?ms, 17786B)
[2026-04-08T02:16:03.586Z] GET https://github.githubassets.com/assets/chunk-34877-fdaec2d7ab775509.js → 200 (?ms, 831B)
[2026-04-08T02:16:03.586Z] GET https://github.githubassets.com/assets/chunk-36423-7610f7b55bc7f34d.js → 200 (?ms, 11314B)
[2026-04-08T02:16:03.587Z] GET https://github.githubassets.com/assets/62758-90f5c6b8a7745117.js → 200 (?ms, 14671B)
[2026-04-08T02:16:03.587Z] GET https://github.githubassets.com/assets/chunk-82097-6038f37a0b084c85.js → 200 (?ms, 8842B)
[2026-04-08T02:16:03.587Z] GET https://github.githubassets.com/assets/2694-eb7c55471169d0e6.js → 200 (?ms, 24001B)
[2026-04-08T02:16:03.587Z] GET https://github.githubassets.com/assets/chunk-23482-b4ecd06fede12e66.js → 200 (?ms, 12159B)
[2026-04-08T02:16:03.587Z] GET https://github.githubassets.com/assets/chunk-57335-95eca4aef7d7626c.js → 200 (?ms, 54395B)
[2026-04-08T02:16:03.587Z] GET https://github.githubassets.com/assets/55077-5c9ca4985817e0f1.js → 200 (?ms, 32175B)
[2026-04-08T02:16:03.587Z] GET https://github.githubassets.com/assets/chunk-78326-75c5610d70c5d5ec.js → 200 (?ms, 362B)
[2026-04-08T02:16:03.587Z] GET https://github.githubassets.com/assets/chunk-50050-27220c8ab6a21ca6.js → 200 (?ms, 678B)
[2026-04-08T02:16:03.587Z] GET https://github.githubassets.com/assets/chunk-59342-22b35be0f861385c.js → pending (?ms, ?B)
[2026-04-08T02:16:03.587Z] GET https://github.githubassets.com/assets/chunk-54704-99dfdb910e72ad04.js → 200 (1ms, 7469B)
[2026-04-08T02:16:03.588Z] GET https://github.githubassets.com/assets/chunk-69038-ede883175639abbd.js → 200 (?ms, 573B)
[2026-04-08T02:16:03.589Z] GET https://github.githubassets.com/assets/chunk-46661-ffaf826ae5730065.js → 200 (?ms, 10201B)
[2026-04-08T02:16:03.589Z] GET https://github.githubassets.com/assets/3612-2ae11a4cd2d8e228.js → 200 (?ms, 9880B)
[2026-04-08T02:16:03.589Z] GET https://github.githubassets.com/assets/36302-266475991428a1b7.js → 200 (?ms, 9575B)
[2026-04-08T02:16:03.589Z] GET https://github.githubassets.com/assets/38963.f70dfea92b138b01.module.css → 200 (?ms, 311B)
[2026-04-08T02:16:03.589Z] GET https://github.githubassets.com/assets/71236-ed1398bff632952c.js → 200 (?ms, 11429B)
[2026-04-08T02:16:03.589Z] GET https://github.githubassets.com/assets/28174-86d8b64c92c04430.js → 200 (?ms, 85268B)
[2026-04-08T02:16:03.589Z] GET https://github.githubassets.com/assets/86361-6b377f3dc9565471.js → 200 (1ms, 17891B)
[2026-04-08T02:16:03.590Z] GET https://github.githubassets.com/assets/70168.374ce4e648336309.module.css → 200 (?ms, 10683B)
[2026-04-08T02:16:03.591Z] GET https://github.com/Yeachan-Heo/oh-my-codex/hovercards/citation/sidebar_partial?tree_name=main → pending (?ms, ?B)
[2026-04-08T02:16:03.591Z] GET https://github.com/Yeachan-Heo/oh-my-codex/packages_list?current_repository=oh-my-codex → pending (?ms, ?B)
[2026-04-08T02:16:03.591Z] GET https://github.com/Yeachan-Heo/oh-my-codex/contributors_list?current_repository=oh-my-codex&deferred=true → pending (?ms, ?B)
[2026-04-08T02:16:03.654Z] GET https://github.com/Yeachan-Heo/oh-my-codex/latest-commit → 200 (350ms, 1829B)
[2026-04-08T02:16:03.654Z] GET https://github.com/Yeachan-Heo/oh-my-codex/tree-commit-info → 200 (386ms, 42794B)
[2026-04-08T02:16:03.654Z] GET https://github.com/Yeachan-Heo/oh-my-codex/recently-touched-branches → 200 (333ms, 58B)
[2026-04-08T02:16:03.654Z] GET https://github.com/Yeachan-Heo/oh-my-codex/branch-and-tag-count → 200 (333ms, 26B)
[2026-04-08T02:16:03.698Z] GET https://github.com/Yeachan-Heo/oh-my-codex/refs?type=branch → 200 (342ms, 7146B)
[2026-04-08T02:16:03.698Z] GET https://github.com/Yeachan-Heo/oh-my-codex/overview-files/main → 200 (401ms, 64560B)
[2026-04-08T02:16:03.698Z] GET https://github.githubassets.com/assets/39007.fa471facf86f7401.module.css → 200 (118ms, 1687B)
[2026-04-08T02:16:03.698Z] GET https://github.githubassets.com/assets/chunk-39007-4109765d7ab6619c.js → 200 (126ms, 3741B)
[2026-04-08T02:16:03.725Z] GET https://github.githubassets.com/assets/chunk-85825-b95e00c532a6f285.js → 200 (?ms, 43838B)
[2026-04-08T02:16:03.725Z] GET https://github.githubassets.com/assets/appearance-settings.6f14ff9973550c9e.module.css → 200 (?ms, 5899B)
[2026-04-08T02:16:03.770Z] GET https://github.githubassets.com/assets/53160-2302d0b8388192b0.js → 200 (?ms, 15507B)
[2026-04-08T02:16:03.771Z] GET https://github.githubassets.com/assets/37160-72dc5a515abc7d3b.js → 200 (?ms, 10415B)
[2026-04-08T02:16:03.771Z] GET https://github.githubassets.com/assets/71849.38231ebf5311d902.module.css → 200 (?ms, 5885B)
[2026-04-08T02:16:03.779Z] GET https://github.githubassets.com/assets/61975.bf2bb705802183ac.module.css → 200 (?ms, 1372B)
[2026-04-08T02:16:03.780Z] GET https://github.githubassets.com/assets/chunk-61975-77ccc5aab483e9dd.js → 200 (?ms, 3878B)
[2026-04-08T02:16:03.847Z] POST https://collector.github.com/github/collect → 204 (329ms, ?B)
[2026-04-08T02:16:03.859Z] POST https://api.github.com/_private/browser/stats → 200 (255ms, ?B)
[2026-04-08T02:16:03.860Z] POST https://collector.github.com/github/collect → 204 (246ms, ?B)
[2026-04-08T02:16:03.883Z] GET https://avatars.githubusercontent.com/u/54757707?s=64&v=4 → 200 (110ms, 1535B)
[2026-04-08T02:16:03.883Z] GET https://avatars.githubusercontent.com/u/81847?s=64&v=4 → 200 (110ms, 2980B)
[2026-04-08T02:16:03.883Z] GET https://avatars.githubusercontent.com/u/102889891?s=64&v=4 → 200 (110ms, 1746B)
[2026-04-08T02:16:03.883Z] GET https://avatars.githubusercontent.com/in/29110?s=64&v=4 → 200 (110ms, 1478B)
[2026-04-08T02:16:03.883Z] GET https://avatars.githubusercontent.com/u/32605822?s=64&v=4 → 200 (110ms, 1494B)
[2026-04-08T02:16:03.883Z] GET https://avatars.githubusercontent.com/u/31391056?s=64&v=4 → 200 (110ms, 1902B)
[2026-04-08T02:16:03.883Z] GET https://avatars.githubusercontent.com/u/73341858?s=64&v=4 → 200 (111ms, 1979B)
[2026-04-08T02:16:03.883Z] GET https://avatars.githubusercontent.com/u/144337839?s=64&v=4 → 200 (117ms, 1620B)
[2026-04-08T02:16:03.883Z] GET https://avatars.githubusercontent.com/u/22828956?s=64&v=4 → 200 (117ms, 4731B)
[2026-04-08T02:16:03.883Z] GET https://avatars.githubusercontent.com/u/67032809?s=64&v=4 → 200 (117ms, 1226B)
[2026-04-08T02:16:03.883Z] GET https://avatars.githubusercontent.com/u/15343250?s=64&v=4 → 200 (115ms, 1313B)
[2026-04-08T02:16:03.883Z] GET https://avatars.githubusercontent.com/u/69357689?s=64&v=4 → 200 (115ms, 4618B)
[2026-04-08T02:16:03.883Z] GET https://avatars.githubusercontent.com/u/135491799?s=64&v=4 → 200 (116ms, 1437B)
[2026-04-08T02:16:04.015Z] GET https://avatars.githubusercontent.com/u/54757707?v=4&size=40 → 200 (107ms, 890B)
[2026-04-08T02:16:08.860Z] POST https://collector.github.com/github/collect → 204 (302ms, ?B)
[2026-04-08T02:16:09.897Z] GET https://github.com/luongnv89/claude-howto → pending (?ms, ?B)
[2026-04-08T02:16:10.698Z] GET https://github.githubassets.com/assets/light-0c8222dcd7a4f9b7.css → 200 (?ms, 76775B)
[2026-04-08T02:16:10.698Z] GET https://github.githubassets.com/assets/light_high_contrast-51c0c6e0c085cc0f.css → 200 (1ms, 77397B)
[2026-04-08T02:16:10.699Z] GET https://github.githubassets.com/assets/dark-fc6eec18532c3ae0.css → 200 (?ms, 76607B)
[2026-04-08T02:16:10.699Z] GET https://github.githubassets.com/assets/dark_high_contrast-96d7b2bab5a6ae4e.css → 200 (?ms, 77291B)
[2026-04-08T02:16:10.699Z] GET https://github.githubassets.com/assets/primer-primitives-10bf9dd67e3d70bd.css → 200 (?ms, 10084B)
[2026-04-08T02:16:10.699Z] GET https://github.githubassets.com/assets/primer-0fcd9af82350aeda.css → 200 (?ms, 412867B)
[2026-04-08T02:16:10.699Z] GET https://github.githubassets.com/assets/global-0bd78641c0a1f3e0.css → 200 (?ms, 299811B)
[2026-04-08T02:16:10.699Z] GET https://github.githubassets.com/assets/github-c94ab8d1f22049a8.css → 200 (1ms, 156676B)
[2026-04-08T02:16:10.700Z] GET https://github.githubassets.com/assets/repository-6ec84ae2261fecf8.css → 200 (?ms, 31098B)
[2026-04-08T02:16:10.700Z] GET https://github.githubassets.com/assets/code-2d31826944fd3be8.css → 200 (?ms, 32359B)
[2026-04-08T02:16:10.700Z] GET https://github.githubassets.com/assets/high-contrast-cookie-fed1d93364101384.js → 200 (?ms, 1298B)
[2026-04-08T02:16:10.700Z] GET https://github.githubassets.com/assets/wp-runtime-780a3498f29f0b80.js → 200 (?ms, 48360B)
[2026-04-08T02:16:10.701Z] GET https://github.githubassets.com/assets/fetch-utilities-78a4114cfa572239.js → 200 (?ms, 7347B)
[2026-04-08T02:16:10.701Z] GET https://github.githubassets.com/assets/85924-e131bec5f99667e1.js → 200 (?ms, 13471B)
[2026-04-08T02:16:10.701Z] GET https://github.githubassets.com/assets/28839-734cb6d8a7150172.js → 200 (?ms, 19836B)
[2026-04-08T02:16:10.701Z] GET https://github.githubassets.com/assets/34646-edd5528648c197b1.js → 200 (?ms, 16421B)
[2026-04-08T02:16:10.701Z] GET https://github.githubassets.com/assets/environment-51c0968cf21c176d.js → 200 (?ms, 20174B)
[2026-04-08T02:16:10.701Z] GET https://github.githubassets.com/assets/runtime-helpers-3bb6f7d6b7a2f531.js → 200 (?ms, 2746B)
[2026-04-08T02:16:10.701Z] GET https://github.githubassets.com/assets/2966-f6796bfd155feae1.js → 200 (?ms, 20266B)
[2026-04-08T02:16:10.702Z] GET https://github.githubassets.com/assets/96232-69d46a31854353d4.js → 200 (?ms, 9639B)
[2026-04-08T02:16:10.702Z] GET https://github.githubassets.com/assets/41013-7a6deee6d6ff15eb.js → 200 (?ms, 17171B)
[2026-04-08T02:16:10.702Z] GET https://github.githubassets.com/assets/51210-3abb7238871a5b29.js → 200 (?ms, 14052B)
[2026-04-08T02:16:10.702Z] GET https://github.githubassets.com/assets/64247-7de91c52a8aca0eb.js → 200 (?ms, 25295B)
[2026-04-08T02:16:10.702Z] GET https://github.githubassets.com/assets/31721-17b28a26ab4c2e02.js → 200 (?ms, 17002B)
[2026-04-08T02:16:10.702Z] GET https://github.githubassets.com/assets/46740-6606b1026a237412.js → 200 (?ms, 12298B)
[2026-04-08T02:16:10.703Z] GET https://github.githubassets.com/assets/39130-334926c8365e947c.js → 200 (?ms, 157686B)
[2026-04-08T02:16:10.703Z] GET https://github.githubassets.com/assets/github-elements-459d4cd7a0f718d7.js → 200 (?ms, 30666B)
[2026-04-08T02:16:10.704Z] GET https://github.githubassets.com/assets/element-registry-cccd3fc86506e823.js → 200 (?ms, 79732B)
[2026-04-08T02:16:10.704Z] GET https://github.githubassets.com/assets/react-core-9efb35432aeb5ac0.js → 200 (?ms, 186698B)
[2026-04-08T02:16:10.704Z] GET https://github.githubassets.com/assets/react-lib-a4cf89fce9a1300a.js → 200 (?ms, 382362B)
[2026-04-08T02:16:10.704Z] GET https://github.githubassets.com/assets/7053-fe40037405b8998b.js → 200 (?ms, 8763B)
[2026-04-08T02:16:10.704Z] GET https://github.githubassets.com/assets/79039-2565b539a6ebc09b.js → 200 (?ms, 16419B)
[2026-04-08T02:16:10.704Z] GET https://github.githubassets.com/assets/61110-93cf7706e5dc8bfa.js → 200 (?ms, 9977B)
[2026-04-08T02:16:10.705Z] GET https://github.githubassets.com/assets/2887-47ac9a4b8862e6bf.js → 200 (?ms, 4925B)
[2026-04-08T02:16:10.705Z] GET https://github.githubassets.com/assets/26533-4df1172b25427069.js → 200 (?ms, 74986B)
[2026-04-08T02:16:10.705Z] GET https://github.githubassets.com/assets/66385-9fabdb6ffe6a94cf.js → 200 (?ms, 17581B)
[2026-04-08T02:16:10.705Z] GET https://github.githubassets.com/assets/93716-c0d708c7899c4298.js → 200 (?ms, 42423B)
[2026-04-08T02:16:10.705Z] GET https://github.githubassets.com/assets/60481-1a8127058c27e9af.js → 200 (?ms, 8221B)
[2026-04-08T02:16:10.705Z] GET https://github.githubassets.com/assets/46287-ba2ddd25bb86186f.js → 200 (?ms, 36957B)
[2026-04-08T02:16:10.705Z] GET https://github.githubassets.com/assets/2498-7a413c8209222158.js → 200 (?ms, 9107B)
[2026-04-08T02:16:10.705Z] GET https://github.githubassets.com/assets/61025-65c40451bea578e1.js → 200 (?ms, 29586B)
[2026-04-08T02:16:10.706Z] GET https://github.githubassets.com/assets/89627-fbbd31c43d83e10c.js → 200 (?ms, 10745B)
[2026-04-08T02:16:10.706Z] GET https://github.githubassets.com/assets/49029-32f138b26aa15ad8.js → 200 (?ms, 11933B)
[2026-04-08T02:16:10.706Z] GET https://github.githubassets.com/assets/99328-5e06da57c4622e21.js → 200 (?ms, 7196B)
[2026-04-08T02:16:10.706Z] GET https://github.githubassets.com/assets/behaviors-ea20a2c6238da250.js → 200 (?ms, 223959B)
[2026-04-08T02:16:10.706Z] GET https://github.githubassets.com/assets/react-core.27e21bcb26e3f432.module.css → 200 (?ms, 446B)
[2026-04-08T02:16:10.706Z] GET https://github.githubassets.com/assets/4244-d5dcb589fae0ecbf.js → 200 (?ms, 11440B)
[2026-04-08T02:16:10.706Z] GET https://github.githubassets.com/assets/notifications-global-206312e9c9776c21.js → 200 (1ms, 10985B)
[2026-04-08T02:16:10.707Z] GET https://github.githubassets.com/assets/19262-313c6e4aa6bc1abc.js → 200 (?ms, 14790B)
[2026-04-08T02:16:10.707Z] GET https://github.githubassets.com/assets/13284-8b9feeae4ba8bcad.js → 200 (?ms, 9865B)
[2026-04-08T02:16:10.707Z] GET https://github.githubassets.com/assets/19930-d7474e22a5e73a83.js → 200 (?ms, 10911B)
[2026-04-08T02:16:10.707Z] GET https://github.githubassets.com/assets/codespaces-2f877186c025b44c.js → 200 (?ms, 19032B)
[2026-04-08T02:16:10.707Z] GET https://github.githubassets.com/assets/42890-dc8a427d0e01e2ea.js → 200 (?ms, 16169B)
[2026-04-08T02:16:10.707Z] GET https://github.githubassets.com/assets/70206-3ba10f6524cc3c66.js → 200 (1ms, 14139B)
[2026-04-08T02:16:10.708Z] GET https://github.githubassets.com/assets/repositories-886af5ff36e66fc1.js → 200 (?ms, 43523B)
[2026-04-08T02:16:10.708Z] GET https://github.githubassets.com/assets/34140-bd56b738d77cb446.js → 200 (?ms, 9404B)
[2026-04-08T02:16:10.708Z] GET https://github.githubassets.com/assets/code-menu-34c67a8e6616ccae.js → 200 (?ms, 5791B)
[2026-04-08T02:16:10.708Z] GET https://github.githubassets.com/assets/primer-react-72d2ec7521017972.js → 200 (?ms, 641785B)
[2026-04-08T02:16:10.708Z] GET https://github.githubassets.com/assets/octicons-react-a181826f33dcd4d8.js → 200 (?ms, 431057B)
[2026-04-08T02:16:10.708Z] GET https://github.githubassets.com/assets/87376-a8280ed29a57d4c3.js → 200 (?ms, 40553B)
[2026-04-08T02:16:10.708Z] GET https://github.githubassets.com/assets/37869-a873e81f0fcb98e2.js → 200 (?ms, 32153B)
[2026-04-08T02:16:10.709Z] GET https://github.githubassets.com/assets/68751-fe5cb40b5547c377.js → 200 (?ms, 11881B)
[2026-04-08T02:16:10.709Z] GET https://github.githubassets.com/assets/7463-f34e26efc84a7578.js → 200 (?ms, 22452B)
[2026-04-08T02:16:10.709Z] GET https://github.githubassets.com/assets/15272-00d6ef52b0f88c77.js → 200 (?ms, 9661B)
[2026-04-08T02:16:10.709Z] GET https://github.githubassets.com/assets/32769-329cba91f224b6ee.js → 200 (?ms, 6532B)
[2026-04-08T02:16:10.709Z] GET https://github.githubassets.com/assets/46148-0e40187c0246d203.js → 200 (?ms, 14098B)
[2026-04-08T02:16:10.709Z] GET https://github.githubassets.com/assets/99849-920965235c8ccd0b.js → 200 (?ms, 145526B)
[2026-04-08T02:16:10.709Z] GET https://github.githubassets.com/assets/1364-fb34d7e0e3afce8e.js → 200 (?ms, 14062B)
[2026-04-08T02:16:10.709Z] GET https://github.githubassets.com/assets/73065-3db8391bce658e42.js → 200 (?ms, 10088B)
[2026-04-08T02:16:10.710Z] GET https://github.githubassets.com/assets/9521-91c5deeb12670dc8.js → 200 (?ms, 6408B)
[2026-04-08T02:16:10.710Z] GET https://github.githubassets.com/assets/63991-125a5c660965e63e.js → 200 (?ms, 7313B)
[2026-04-08T02:16:10.710Z] GET https://github.githubassets.com/assets/73022-ba0350cffceb8489.js → 200 (?ms, 28059B)
[2026-04-08T02:16:10.710Z] GET https://github.githubassets.com/assets/59852-ef8d9f97624f514a.js → 200 (?ms, 6816B)
[2026-04-08T02:16:10.710Z] GET https://github.githubassets.com/assets/3624-9f0da11b9566e2d6.js → 200 (?ms, 26410B)
[2026-04-08T02:16:10.710Z] GET https://github.githubassets.com/assets/66231-e5fbc544a569ca6a.js → 200 (?ms, 16950B)
[2026-04-08T02:16:10.710Z] GET https://github.githubassets.com/assets/36600-16cb2bc7b4c03552.js → 200 (?ms, 33228B)
